,Symbol,Company,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
40,FATE,FATE THERAPEUTICS INC,Chu Yu-Waye,Chief Medical Officer,"Apr 19, 2022",$35.37,4062,143673,151033,"Apr 21, 2022, 04:04 PM",sell,35.61000061035156,52.396110969119604
41,PTCT,"PTC THERAPEUTICS, INC.",Klein Matthew B.,CHIEF OPERATING OFFICER,"Apr 19, 2022",$42.51,897,38136,56564,"Apr 21, 2022, 04:03 PM",sell,40.310001373291016,39.27788878546821
42,PTCT,"PTC THERAPEUTICS, INC.",Pauwels Eric,CHIEF BUSINESS OFFICER,"Apr 19, 2022",$42.51,822,34947,49772,"Apr 21, 2022, 04:02 PM",sell,40.310001373291016,39.27788878546821
43,MRVL,"Marvell Technology, Inc.",Nguyen Loi,"EVP, Optical & CC Grp","Apr 20, 2022",$64.48,10247,660727,207687,"Apr 21, 2022, 03:59 PM",sell,59.41339874267578,69.95585216946073
44,MPLX,MPLX LP,Floerke Gregory Scott,Exec. VP and COO,"Apr 19, 2022",$35.00,2500,87500,80212,"Apr 21, 2022, 03:33 PM",sell,32.08000183105469,30.780666658613416
45,MKC,MCCORMICK & CO INC,Smith Michael R,Executive VP & CFO,"Apr 20, 2022",$104.04,19986,2079357,93025,"Apr 21, 2022, 03:20 PM",sell,101.125,91.14413909912109
46,NTGR,"NETGEAR, INC.",Cormack Heidi,"SVP, Marketing","Apr 21, 2022",$22.52,2105,47405,61421,"Apr 21, 2022, 02:48 PM",sell,21.610000610351562,28.97416678534614
47,BUDZ,"WEED, INC.",BREEN NICOLE M,Secretary/Treasurer,"Apr 18, 2022",$0.23,35000,8225,21085584,"Apr 21, 2022, 02:43 PM",sell,0.20999999344348907,0.268444446557098
48,WSFS,WSFS FINANCIAL CORP,WRIGHT RICHARD,EVP,"Apr 19, 2022",$42.03,1973,82925,42196,"Apr 21, 2022, 01:47 PM",sell,41.56999969482422,49.86527777777778
49,MLI,MUELLER INDUSTRIES INC,HANSEN JOHN B,Director,"Apr 21, 2022",$60.33,2000,120660,57885,"Apr 21, 2022, 11:01 AM",sell,55.619998931884766,52.68300007714166
50,WOR,WORTHINGTON INDUSTRIES INC,RIBEAU SIDNEY A,Director,"Apr 20, 2022",$57.16,8000,457280,58505,"Apr 21, 2022, 10:04 AM",sell,51.31999969482422,54.90466677347819
51,IRMD,IRADIMED CORP,Susi Roger E.,"President, CEO and Chairman","Apr 19, 2022",$43.90,10000,439023,642950,"Apr 21, 2022, 07:43 AM",sell,42.40999984741211,41.395388793945315
52,VNOM,Viper Energy Partners LP,Blackstone Holdings III L.P.,10% Owner,"Apr 19, 2022",$31.37,20000,627498,12564631,"Apr 20, 2022, 09:46 PM",sell,28.138999938964844,24.247549968295626
53,VNOM,Viper Energy Partners LP,Blackstone Holdings III L.P.,10% Owner,"Apr 18, 2022",$31.84,38000,1210110,12584631,"Apr 20, 2022, 09:46 PM",sell,28.138999938964844,24.247549968295626
54,VNOM,Viper Energy Partners LP,BX Guidon Topco LLC,10% Owner,"Apr 19, 2022",$31.37,20000,627498,12564631,"Apr 20, 2022, 09:44 PM",sell,28.138999938964844,24.247549968295626
55,VNOM,Viper Energy Partners LP,BX Guidon Topco LLC,10% Owner,"Apr 18, 2022",$31.84,38000,1210110,12584631,"Apr 20, 2022, 09:44 PM",sell,28.138999938964844,24.247549968295626
56,CHK,CHESAPEAKE ENERGY CORP,Blackstone Holdings III L.P.,10% Owner,"Apr 18, 2022",$96.25,186085,17911349,8763706,"Apr 20, 2022, 09:36 PM",sell,81.70500183105469,68.08358334435357
57,CHK,CHESAPEAKE ENERGY CORP,BX VINE (PUB) AGGREGATOR L.P.,10% Owner,"Apr 18, 2022",$96.25,186085,17911349,8763706,"Apr 20, 2022, 09:34 PM",sell,81.70500183105469,68.08358334435357
58,MRVL,"Marvell Technology, Inc.",Hussain Muhammad Raghib,"President, Products & Tech","Apr 19, 2022",$61.08,45782,2796365,618298,"Apr 20, 2022, 09:24 PM",sell,59.41339874267578,69.95585216946073
59,RXRX,"RECURSION PHARMACEUTICALS, INC.",Gibson Christopher,Chief Executive Officer,"Apr 18, 2022",$6.71,1000,6706,0,"Apr 20, 2022, 09:03 PM",sell,6.449999809265137,16.064111121495564
60,RXRX,"RECURSION PHARMACEUTICALS, INC.",Gibson Christopher,Chief Executive Officer,"Apr 18, 2022",$6.72,500,3358,0,"Apr 20, 2022, 09:03 PM",sell,6.449999809265137,16.064111121495564
61,RXRX,"RECURSION PHARMACEUTICALS, INC.",Gibson Christopher,Chief Executive Officer,"Apr 18, 2022",$6.84,35836,245072,394791,"Apr 20, 2022, 09:03 PM",sell,6.449999809265137,16.064111121495564
62,RXRX,"RECURSION PHARMACEUTICALS, INC.",Gibson Christopher,Chief Executive Officer,"Apr 18, 2022",$6.71,1000,6706,0,"Apr 20, 2022, 09:03 PM",sell,6.449999809265137,16.064111121495564
63,AEO,AMERICAN EAGLE OUTFITTERS INC,McLean Andrew J.,EVP & Chief Commercial Officer,"Apr 18, 2022",$17.40,6915,120321,53343,"Apr 20, 2022, 08:37 PM",sell,15.520000457763672,24.03722218407525
64,AEO,AMERICAN EAGLE OUTFITTERS INC,McLean Andrew J.,EVP & Chief Commercial Officer,"Apr 19, 2022",$18.00,24958,449244,53343,"Apr 20, 2022, 08:37 PM",sell,15.520000457763672,24.03722218407525
65,PCRX,"Pacira BioSciences, Inc.",REINHARDT MAX,"President, Rest of World","Apr 20, 2022",$73.99,9764,722438,26974,"Apr 20, 2022, 08:25 PM",sell,74.23999786376953,61.41699988047282
66,PCRX,"Pacira BioSciences, Inc.",REINHARDT MAX,"President, Rest of World","Apr 19, 2022",$72.25,9321,673442,24238,"Apr 20, 2022, 08:25 PM",sell,74.23999786376953,61.41699988047282
67,PCRX,"Pacira BioSciences, Inc.",REINHARDT MAX,"President, Rest of World","Apr 18, 2022",$73.55,8941,657611,21059,"Apr 20, 2022, 08:25 PM",sell,74.23999786376953,61.41699988047282
68,RH,RH,Preston Jack M,CHIEF FINANCIAL OFFICER,"Apr 19, 2022",$350.00,2222,777700,5622,"Apr 20, 2022, 08:24 PM",sell,318.2699890136719,532.964724222819
69,BMRN,BIOMARIN PHARMACEUTICAL INC,BIENAIME JEAN JACQUES,Chief Executive Officer,"Apr 18, 2022",$81.91,20000,1638200,334983,"Apr 20, 2022, 08:20 PM",sell,81.12999725341797,81.93222232394749
70,RH,RH,Lee Edward T,SEE REMARKS,"Apr 18, 2022",$330.18,2950,974044,5374,"Apr 20, 2022, 08:19 PM",sell,318.2699890136719,532.964724222819
71,WISH,ContextLogic Inc.,Szulczewski Piotr,Director,"Apr 18, 2022",$1.98,71066,140661,0,"Apr 20, 2022, 07:58 PM",sell,1.809999942779541,4.037749988502926
72,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Director,"Apr 20, 2022",$52.14,30177,1573429,3854335,"Apr 20, 2022, 07:58 PM",sell,48.7400016784668,40.075611209869386
73,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Director,"Apr 19, 2022",$52.35,97886,5124332,3884512,"Apr 20, 2022, 07:58 PM",sell,48.7400016784668,40.075611209869386
74,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Director,"Apr 18, 2022",$52.14,4195,218727,3982398,"Apr 20, 2022, 07:58 PM",sell,48.7400016784668,40.075611209869386
75,WISH,ContextLogic Inc.,Shah Devang,General Counsel and Secretary,"Apr 18, 2022",$1.98,7298,14446,344150,"Apr 20, 2022, 07:57 PM",sell,1.809999942779541,4.037749988502926
76,WISH,ContextLogic Inc.,Liu Pai,Chief Data Officer,"Apr 18, 2022",$1.98,1739,3442,6568,"Apr 20, 2022, 07:56 PM",sell,1.809999942779541,4.037749988502926
77,WISH,ContextLogic Inc.,Just Brett,Chief Accounting Officer,"Apr 18, 2022",$1.98,1246,2467,70220,"Apr 20, 2022, 07:55 PM",sell,1.809999942779541,4.037749988502926
78,WISH,ContextLogic Inc.,Jain Tarun Kumar,Chief Product Officer,"Apr 18, 2022",$1.92,30000,57666,86659,"Apr 20, 2022, 07:53 PM",sell,1.809999942779541,4.037749988502926
79,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Goodwin Benjamin M.,"SVP, Corp. Dev. & Gov. Affairs","Apr 18, 2022",$19.03,1476,28093,19494,"Apr 20, 2022, 07:51 PM",sell,16.183300018310547,20.406407181421915
80,BILL,"Bill.com Holdings, Inc.",Lacerte Rene A.,President and CEO,"Apr 18, 2022",$190.82,10000,1908180,88170,"Apr 20, 2022, 07:45 PM",sell,179.5679931640625,244.0793780008952
81,BILL,"Bill.com Holdings, Inc.",Chung Bora,Chief Experience Officer,"Apr 18, 2022",$190.68,8855,1688459,8571,"Apr 20, 2022, 07:40 PM",sell,179.5679931640625,244.0793780008952
82,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Carrai Phillip D,"President, STC Division","Apr 18, 2022",$19.07,3000,57197,175600,"Apr 20, 2022, 07:39 PM",sell,16.183300018310547,20.406407181421915
83,BILL,"Bill.com Holdings, Inc.",Aji Rajesh A.,General Counsel & CCO,"Apr 18, 2022",$190.87,1562,298134,5462,"Apr 20, 2022, 07:35 PM",sell,179.5679931640625,244.0793780008952
84,AGTI,"AGILITI, INC. DE",Neumann Lee M,EVP & GC,"Apr 18, 2022",$21.84,10043,219360,63276,"Apr 20, 2022, 07:30 PM",sell,20.230100631713867,20.513222726186118
85,DDOG,"Datadog, Inc.",Richardson Julie,Director,"Apr 18, 2022",$130.53,3906,509847,5522,"Apr 20, 2022, 07:29 PM",sell,122.75,151.7867780473497
86,SPT,"Sprout Social, Inc.",Del Preto Joseph,CFO and Treasurer,"Apr 19, 2022",$70.49,900,63441,134589,"Apr 20, 2022, 07:29 PM",sell,63.69499969482422,95.87019468943278
87,ZIP,"ZIPRECRUITER, INC.",SAKAMOTO RYAN T.,General Counsel and Secretary,"May 26, 2021",$20.16,91314,1841280,154811,"Apr 20, 2022, 07:13 PM",sell,22.739999771118164,24.877444415622286
88,ZIP,"ZIPRECRUITER, INC.",SAKAMOTO RYAN T.,General Counsel and Secretary,"May 26, 2021",$20.00,20000,400000,48000,"Apr 20, 2022, 07:13 PM",sell,22.739999771118164,24.877444415622286
89,SPT,"Sprout Social, Inc.",Gilpin Jamie Cannon,Chief Marketing Officer,"Apr 19, 2022",$72.11,1246,89849,100025,"Apr 20, 2022, 07:13 PM",sell,63.69499969482422,95.87019468943278
90,OPEN,Opendoor Technologies Inc.,Wu Eric Chung-Wei,CEO,"Apr 18, 2022",$8.26,180760,1493258,33515933,"Apr 20, 2022, 07:11 PM",sell,7.230000019073486,14.563361083136664
91,OPEN,Opendoor Technologies Inc.,Morillo Daniel,Chief Investment Officer,"Apr 18, 2022",$8.26,59948,495230,2048020,"Apr 20, 2022, 07:10 PM",sell,7.230000019073486,14.563361083136664
92,ZIP,"ZIPRECRUITER, INC.",DIONELLO RENATA,Chief People Officer,"May 26, 2021",$20.00,1041,20820,1959,"Apr 20, 2022, 07:09 PM",sell,22.739999771118164,24.877444415622286
93,PNTG,"Pennant Group, Inc.",Stringfield JoAnne,Director,"Apr 19, 2022",$16.50,190,3135,7395,"Apr 20, 2022, 07:06 PM",sell,18.5,21.929944446351794
94,ESMT,"EngageSmart, Inc.",Seltzer Jonathan Cole,"President, SMB Solutions","Apr 18, 2022",$20.85,8334,173764,1508,"Apr 20, 2022, 07:02 PM",sell,20.690000534057617,24.303040633330475
95,UPWK,"UPWORK, INC",Brown Hayden,President & CEO,"Apr 18, 2022",$20.02,1405,28126,798100,"Apr 20, 2022, 07:01 PM",sell,20.1200008392334,35.77872218026055
96,SNAP,Snap Inc,Andersen Derek,Chief Financial Officer,"Apr 18, 2022",$32.55,12844,418082,1102275,"Apr 20, 2022, 07:00 PM",sell,30.480899810791016,51.25306064817641
97,SNAP,Snap Inc,Morrow Rebecca,CAO and Controller,"Apr 18, 2022",$32.25,8405,271102,229383,"Apr 20, 2022, 07:00 PM",sell,30.480899810791016,51.25306064817641
98,SNAP,Snap Inc,Gorman Jeremi,Chief Business Officer,"Apr 19, 2022",$32.37,6128,198363,1460276,"Apr 20, 2022, 07:00 PM",sell,30.480899810791016,51.25306064817641
99,SNAP,Snap Inc,Gorman Jeremi,Chief Business Officer,"Apr 18, 2022",$32.26,36111,1164904,1467014,"Apr 20, 2022, 07:00 PM",sell,30.480899810791016,51.25306064817641
100,TW,Tradeweb Markets Inc.,Maisey Simon,"Managing Director, Corp. Dev.","Apr 18, 2022",$83.78,1000,83779,68357,"Apr 20, 2022, 06:50 PM",sell,78.30000305175781,88.43522237141927
